recipe,cell,selection,target_mean,target_std,target_count,composite_mean,composite_std,composite_count,shannon_mean,shannon_std,shannon_count,motif_corr_mean,motif_corr_std,motif_corr_count
kanneal_step,THP1,top128_greedy_hamming_archive,4.58652925491333,0.0236154603306105,3,2.3542044957478843,0.1128132457490598,3,1.2606732012472408,0.0677519743134878,3,0.7350199705947432,0.0505586665484635,3
kanneal_step,THP1,top128_map_dpp_archive,3.803306420644125,0.0376589734082609,3,2.892972489198049,0.0150365571485627,3,1.611007663175603,0.096076861491264,3,0.8209260143706604,0.0930309931986088,3
kanneal_step,THP1,top128_unique_archive_by_composite,3.981816609700521,0.0760891373209596,3,3.104782541592916,0.03237785633228,3,1.1526841163604038,0.1920435847363695,3,0.7826582417290663,0.1135144314163632,3
nodpsA_K8_div0p3,JURKAT,top128_by_target,8.47342332204183,0.0758307937909883,3,6.429758866628011,0.0635406496399009,3,1.216363000584308,0.1703891897808916,3,0.915334790302941,0.0147945156443685,3
nodpsA_K8_div0p3,JURKAT,top128_greedy_hamming_archive,8.621463457743326,0.0766097474037539,3,6.567426840464274,0.0542478080195175,3,1.1456328375895717,0.2131411809132134,3,0.9131151239736088,0.0217958262239672,3
nodpsA_K8_div0p3,JURKAT,top128_map_dpp_archive,8.22967497507731,0.1418400617766526,3,6.406728506088257,0.0587616264291605,3,1.6414909345261914,0.012395008846116,3,0.9369712197034412,0.0020725477265755,3
nodpsA_K8_div0p3,JURKAT,top128_unique_archive_by_composite,8.545448939005533,0.09051541296422,3,6.649707476298015,0.0402438574039282,3,1.1139725901354482,0.1356230355467593,3,0.9113451356215388,0.0147889428941584,3
nodpsA_K8_div0p3,K562,top128_by_target,7.02825133005778,0.0386444255102804,3,4.761799971262614,0.1337397986208797,3,1.339817156586382,0.0575738603180361,3,0.7959850011142903,0.0551543822092282,3
nodpsA_K8_div0p3,K562,top128_greedy_hamming_archive,7.21024735768636,0.0333156921656775,3,4.840564886728923,0.1150665428621667,3,1.0538542656541154,0.0956339126237927,3,0.7519767403714459,0.0862399504972024,3
nodpsA_K8_div0p3,K562,top128_map_dpp_archive,6.542105674743652,0.0202365523022618,3,5.030405243237813,0.1471270764965438,3,1.5983340393333634,0.087024299068093,3,0.8354561154707142,0.0368781598002301,3
nodpsA_K8_div0p3,K562,top128_unique_archive_by_composite,6.61445951461792,0.0632319198487872,3,5.28799839814504,0.1782811527402688,3,1.145691664660289,0.0936498140557905,3,0.8263811489093289,0.051097285919679,3
nodpsA_K8_div0p3,THP1,top128_by_target,4.520658651987712,0.0156239405288697,3,2.474379062652588,0.0844489003573971,3,1.504833004225197,0.0821104595737833,3,0.7973956925830504,0.0640100856667387,3
nodpsA_K8_div0p3,THP1,top128_greedy_hamming_archive,4.642109235127767,0.0296481066161105,3,2.4445530573527017,0.1296100942424836,3,1.3009631620124145,0.2388408889778901,3,0.7859228874926626,0.0992804692647594,3
nodpsA_K8_div0p3,THP1,top128_map_dpp_archive,3.896432558695475,0.078051646518533,3,2.962680677572886,0.0232954675998808,3,1.710097210105803,0.033849369329719,3,0.8607778853622868,0.0250179063603968,3
nodpsA_K8_div0p3,THP1,top128_unique_archive_by_composite,4.051319122314453,0.0709333685980784,3,3.147591710090637,0.0179170707789153,3,1.3161380627959154,0.0784483293905853,3,0.800270464837923,0.0387805440068731,3
nodpsA_K8_div0p5,JURKAT,top128_by_target,8.410934448242188,0.15183654265268048,3,6.367444038391113,0.1394957815215487,3,1.3821857245142983,0.2755193325115469,3,0.9183700743343812,0.011680209049272004,3
nodpsA_K8_div0p5,JURKAT,top128_greedy_hamming_archive,8.563692092895508,0.14864881790104478,3,6.510100285212199,0.14588999376858686,3,1.2490639893642324,0.40864332511102147,3,0.9059665126124606,0.024977620434915027,3
nodpsA_K8_div0p5,JURKAT,top128_map_dpp_archive,8.224104563395182,0.11830134472942813,3,6.395325382550557,0.03841883489737674,3,1.6601962655541807,0.01754165639501205,3,0.9283321686661749,0.0057599864940857635,3
nodpsA_K8_div0p5,JURKAT,top128_unique_archive_by_composite,8.431901295979818,0.2248720449840009,3,6.633667270342509,0.0858827386268357,3,1.1403938988508582,0.3967674223786304,3,0.9136243770883411,0.025374468769591693,3
nodpsA_K8_div0p5,K562,top128_by_target,7.006533940633138,0.060755412252075355,3,4.785614967346191,0.1426013089588998,3,1.3979472023987478,0.13095131398912419,3,0.8144340891488117,0.03581054479691973,3
nodpsA_K8_div0p5,K562,top128_greedy_hamming_archive,7.139181454976399,0.04905251584525132,3,4.831501324971517,0.15045262132083315,3,1.2802870517137102,0.11854839665372598,3,0.8150794496142278,0.025471426412391706,3
nodpsA_K8_div0p5,K562,top128_map_dpp_archive,6.497027079264323,0.0519498829583377,3,5.006186405817668,0.11325069473218619,3,1.7047080112885393,0.06092393959299999,3,0.8485731097965764,0.023694551150927844,3
nodpsA_K8_div0p5,K562,top128_unique_archive_by_composite,6.6072055498758955,0.09334338980402011,3,5.283928195635478,0.1512224588956573,3,1.0699458563998363,0.27128043207888974,3,0.7729377795679534,0.07333592324427135,3
nodpsA_K8_div0p5,THP1,top128_by_target,4.513034184773763,0.0510233946354276,3,2.4429864088694253,0.04999866323711168,3,1.457557598655719,0.25330543267979405,3,0.7893311867115064,0.08958908840024941,3
nodpsA_K8_div0p5,THP1,top128_greedy_hamming_archive,4.624473889668782,0.031075042060897135,3,2.449501911799113,0.08045397947195396,3,1.3855067516200104,0.18078069538704838,3,0.7662783906773099,0.09810239722297959,3
nodpsA_K8_div0p5,THP1,top128_map_dpp_archive,3.845861275990804,0.04032292269376585,3,2.9392064611117044,0.008588298546370363,3,1.7740078093458689,0.029920635733811797,3,0.8657915904204957,0.030739983056993016,3
